Date ,Day of Week,Month,Quarter,Year,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
06-May-24,Monday,May,Q2,2024,EQ,1322.50,1322.50,1257.00,1320.30,1285.55,1289.95,1285.20,1424.95,659.50,4000668.00,5141670155.80,142077.00
03-May-24,Friday,May,Q2,2024,EQ,1353.00,1354.00,1310.45,1338.80,1317.95,1320.30,1328.79,1424.95,656.75,3528822.00,4689072493.75,111651.00
02-May-24,Thursday,May,Q2,2024,EQ,1333.95,1348.70,1306.55,1324.90,1341.50,1338.80,1334.94,1424.95,656.75,7991511.00,10668160513.95,224430.00
30-Apr-24,Tuesday,April,Q2,2024,EQ,1323.55,1334.65,1316.25,1317.25,1322.90,1324.90,1326.63,1424.95,656.75,2321071.00,3079193615.85,70013.00
29-Apr-24,Monday,April,Q2,2024,EQ,1334.30,1335.75,1307.00,1324.60,1318.00,1317.25,1316.44,1424.95,656.75,2191564.00,2885069247.50,88102.00
26-Apr-24,Friday,April,Q2,2024,EQ,1340.00,1341.60,1321.10,1330.55,1326.25,1324.60,1328.85,1424.95,656.00,2565490.00,3409141234.35,75100.00
25-Apr-24,Thursday,April,Q2,2024,EQ,1320.50,1336.95,1316.80,1320.50,1328.25,1330.55,1328.29,1424.95,656.00,6097087.00,8098685271.80,165345.00
24-Apr-24,Wednesday,April,Q2,2024,EQ,1331.00,1332.90,1318.05,1322.10,1319.00,1320.50,1326.09,1424.95,656.00,2553035.00,3385541706.00,105611.00
23-Apr-24,Tuesday,April,Q2,2024,EQ,1321.10,1338.55,1318.90,1321.10,1321.00,1322.10,1328.53,1424.95,656.00,3847872.00,5112008891.80,115321.00
22-Apr-24,Monday,April,Q2,2024,EQ,1321.10,1331.00,1315.00,1310.00,1323.25,1321.10,1320.54,1424.95,656.00,8903130.00,11756923627.80,67598.00
19-Apr-24,Friday,April,Q2,2024,EQ,1280.00,1316.00,1270.00,1295.55,1310.80,1310.00,1297.08,1424.95,651.05,3899281.00,5057667228.10,114818.00
18-Apr-24,Thursday,April,Q2,2024,EQ,1315.95,1336.50,1291.00,1304.35,1306.40,1295.55,1320.54,1424.95,651.05,6219274.00,8212823222.85,182146.00
16-Apr-24,Tuesday,April,Q2,2024,EQ,1302.00,1322.00,1294.40,1315.55,1307.75,1304.35,1306.17,1424.95,651.05,2696593.00,3522203975.40,90316.00
15-Apr-24,Monday,April,Q2,2024,EQ,1320.00,1335.00,1308.60,1344.20,1316.50,1315.55,1320.64,1424.95,651.05,3372368.00,4453683204.70,129000.00
12-Apr-24,Friday,April,Q2,2024,EQ,1350.00,1358.40,1341.00,1352.30,1347.00,1344.20,1349.49,1424.95,643.00,2183230.00,2946250364.15,79251.00
10-Apr-24,Wednesday,April,Q2,2024,EQ,1359.00,1359.90,1348.20,1356.50,1351.10,1352.30,1352.43,1424.95,643.00,3984001.00,5388066733.05,101971.00
09-Apr-24,Tuesday,April,Q2,2024,EQ,1356.15,1364.90,1346.10,1348.65,1353.00,1356.50,1356.45,1424.95,643.00,1935801.00,2625818803.95,65370.00
08-Apr-24,Monday,April,Q2,2024,EQ,1381.95,1381.95,1337.00,1375.55,1353.00,1348.65,1350.65,1424.95,643.00,14038860.00,18961520938.15,127513.00
05-Apr-24,Friday,April,Q2,2024,EQ,1367.00,1381.90,1357.35,1366.85,1375.50,1375.55,1371.04,1424.95,622.15,1853120.00,2540694127.95,61822.00
04-Apr-24,Thursday,April,Q2,2024,EQ,1408.60,1408.60,1362.25,1397.20,1369.30,1366.85,1379.87,1424.95,622.15,4197697.00,5792274214.95,161088.00
03-Apr-24,Wednesday,April,Q2,2024,EQ,1399.85,1402.00,1389.20,1404.15,1401.00,1397.20,1397.03,1424.95,622.15,2727582.00,3810526156.05,114625.00
02-Apr-24,Tuesday,April,Q2,2024,EQ,1397.80,1424.95,1388.20,1375.90,1402.85,1404.15,1405.43,1424.95,622.15,5769001.00,8107912362.40,152736.00
01-Apr-24,Monday,April,Q2,2024,EQ,1356.80,1381.75,1350.25,1341.85,1378.00,1375.90,1370.36,1381.75,622.15,3251462.00,4455660558.65,92837.00
28-Mar-24,Thursday,March,Q1,2024,EQ,1334.00,1358.70,1314.00,1322.80,1342.95,1341.85,1336.99,1358.70,571.55,4188741.00,5600301611.75,134708.00
27-Mar-24,Wednesday,March,Q1,2024,EQ,1315.00,1343.00,1312.10,1304.20,1324.90,1322.80,1331.61,1356.55,571.55,4938400.00,6576043145.70,155518.00
26-Mar-24,Tuesday,March,Q1,2024,EQ,1281.60,1314.00,1281.00,1281.60,1305.00,1304.20,1302.19,1356.55,571.55,3610644.00,4701745079.85,122616.00
22-Mar-24,Friday,March,Q1,2024,EQ,1262.45,1289.10,1255.05,1262.45,1276.70,1281.60,1276.74,1356.55,571.55,3076926.00,3928436787.05,90748.00
21-Mar-24,Thursday,March,Q1,2024,EQ,1260.00,1268.70,1251.30,1245.40,1263.85,1262.45,1261.85,1356.55,571.55,3155563.00,3981839707.25,116819.00
20-Mar-24,Wednesday,March,Q1,2024,EQ,1248.00,1252.95,1230.20,1241.20,1243.25,1245.40,1243.29,1356.55,571.55,2772098.00,3446520539.65,109583.00
19-Mar-24,Tuesday,March,Q1,2024,EQ,1271.05,1272.85,1237.25,1266.60,1241.70,1241.20,1251.72,1356.55,571.55,2311324.00,2893121478.10,85705.00
18-Mar-24,Monday,March,Q1,2024,EQ,1250.00,1270.05,1227.25,1283.00,1265.45,1266.60,1251.32,1356.55,571.55,4858444.00,6079467325.85,144797.00
15-Mar-24,Friday,March,Q1,2024,EQ,1273.80,1288.85,1256.65,1267.85,1283.95,1283.00,1275.73,1356.55,571.55,4024586.00,5134302544.30,115530.00
14-Mar-24,Thursday,March,Q1,2024,EQ,1210.00,1276.00,1195.70,1209.55,1268.00,1267.85,1252.26,1356.55,571.55,7195603.00,9010757059.45,252058.00
13-Mar-24,Wednesday,March,Q1,2024,EQ,1307.00,1308.00,1188.10,1301.30,1217.05,1209.55,1231.08,1356.55,571.55,8670336.00,10673887656.45,293958.00
12-Mar-24,Tuesday,March,Q1,2024,EQ,1335.00,1346.95,1293.45,1326.95,1298.80,1301.30,1321.23,1356.55,571.55,3139768.00,4148358308.30,121158.00
11-Mar-24,Monday,March,Q1,2024,EQ,1331.00,1342.35,1322.05,1325.45,1326.45,1326.95,1332.35,1356.55,571.55,2217673.00,2954720776.90,74486.00
07-Mar-24,Thursday,March,Q1,2024,EQ,1329.80,1335.35,1315.00,1324.80,1329.55,1325.45,1325.83,1356.55,571.55,1640786.00,2175402991.20,68678.00
06-Mar-24,Wednesday,March,Q1,2024,EQ,1342.70,1344.60,1304.00,1338.30,1325.90,1324.80,1321.36,1356.55,571.55,2758443.00,3644908759.05,95619.00
05-Mar-24,Tuesday,March,Q1,2024,EQ,1344.05,1354.95,1334.00,1342.60,1341.35,1338.30,1343.04,1356.55,571.55,1815438.00,2438198156.85,84855.00
04-Mar-24,Monday,March,Q1,2024,EQ,1345.25,1356.55,1336.40,1338.30,1342.00,1342.60,1346.15,1356.55,571.55,2170214.00,2921437587.95,72124.00
02-Mar-24,Saturday,March,Q1,2024,EQ,1326.90,1346.90,1325.00,1322.10,1336.15,1338.30,1337.34,1349.00,551.95,386697.00,517146854.60,14243.00
01-Mar-24,Friday,March,Q1,2024,EQ,1335.00,1349.00,1312.40,1320.50,1324.70,1322.10,1327.28,1349.00,551.95,3301090.00,4381461597.80,83641.00
29-Feb-24,Thursday,February,Q1,2024,EQ,1300.00,1329.90,1293.05,1299.50,1328.00,1320.50,1313.10,1343.00,551.95,2672239.00,3508923643.30,94344.00
28-Feb-24,Wednesday,February,Q1,2024,EQ,1334.50,1334.90,1295.15,1329.45,1296.00,1299.50,1311.70,1343.00,551.95,2121625.00,2782926736.15,90788.00
27-Feb-24,Tuesday,February,Q1,2024,EQ,1336.85,1339.20,1314.25,1338.15,1332.45,1329.45,1327.63,1343.00,551.95,2197456.00,2917417550.15,59525.00
26-Feb-24,Monday,February,Q1,2024,EQ,1320.00,1343.00,1316.75,1320.70,1335.00,1338.15,1333.93,1343.00,551.95,2802425.00,3738239344.70,104817.00
23-Feb-24,Friday,February,Q1,2024,EQ,1312.05,1332.00,1298.00,1310.95,1320.70,1320.70,1318.21,1332.00,533.65,2924829.00,3855526065.60,87260.00
22-Feb-24,Thursday,February,Q1,2024,EQ,1296.00,1317.00,1281.00,1291.00,1310.10,1310.95,1296.45,1327.00,533.65,2556009.00,3313744829.45,110801.00
21-Feb-24,Wednesday,February,Q1,2024,EQ,1304.80,1315.00,1281.45,1300.50,1290.00,1291.00,1301.16,1327.00,533.65,2770510.00,3604863684.45,83664.00
20-Feb-24,Tuesday,February,Q1,2024,EQ,1311.00,1312.90,1293.70,1307.00,1302.80,1300.50,1303.28,1327.00,533.65,1856718.00,2419825350.60,60202.00
19-Feb-24,Monday,February,Q1,2024,EQ,1313.40,1327.00,1302.15,1306.85,1311.00,1307.00,1314.36,1327.00,533.65,2700240.00,3549092442.65,74031.00
16-Feb-24,Friday,February,Q1,2024,EQ,1269.80,1311.00,1265.55,1267.05,1310.10,1306.85,1293.70,1311.00,533.65,5476230.00,7084591726.70,145190.00
15-Feb-24,Thursday,February,Q1,2024,EQ,1275.00,1277.55,1262.10,1267.85,1266.20,1267.05,1268.77,1291.25,533.65,3382824.00,4292037693.90,105127.00
14-Feb-24,Wednesday,February,Q1,2024,EQ,1261.95,1281.55,1248.65,1264.80,1268.00,1267.85,1268.31,1291.25,533.65,3382943.00,4290628559.15,97164.00
13-Feb-24,Tuesday,February,Q1,2024,EQ,1249.95,1271.00,1226.65,1249.35,1270.95,1264.80,1250.88,1291.25,533.65,2245009.00,2808231574.05,73236.00
12-Feb-24,Monday,February,Q1,2024,EQ,1278.00,1279.75,1243.90,1271.50,1249.85,1249.35,1260.39,1291.25,533.65,2204823.00,2778929991.85,85899.00
09-Feb-24,Friday,February,Q1,2024,EQ,1252.60,1275.50,1232.10,1245.20,1272.40,1271.50,1257.33,1291.25,476.70,3538164.00,4448622470.75,100476.00
08-Feb-24,Thursday,February,Q1,2024,EQ,1264.05,1264.50,1236.75,1255.65,1247.80,1245.20,1250.42,1291.25,476.70,3354609.00,4194675869.65,143707.00
07-Feb-24,Wednesday,February,Q1,2024,EQ,1280.00,1286.35,1252.15,1273.10,1256.25,1255.65,1267.25,1291.25,476.70,3359763.00,4257651048.10,96611.00
06-Feb-24,Tuesday,February,Q1,2024,EQ,1266.00,1284.60,1248.85,1258.55,1274.00,1273.10,1270.91,1291.25,476.70,4408002.00,5602173026.50,135542.00
05-Feb-24,Monday,February,Q1,2024,EQ,1269.50,1291.25,1248.85,1261.45,1262.00,1258.55,1271.71,1291.25,476.70,5611298.00,7135917796.10,185622.00
02-Feb-24,Friday,February,Q1,2024,EQ,1233.05,1287.50,1231.70,1218.85,1262.50,1261.45,1269.53,1287.50,395.10,10450227.00,13266896482.40,269789.00
01-Feb-24,Thursday,February,Q1,2024,EQ,1213.60,1239.50,1200.30,1207.65,1220.75,1218.85,1220.91,1239.50,395.10,7433628.00,9075785518.30,274275.00
31-Jan-24,Wednesday,January,Q1,2024,EQ,1195.80,1214.25,1191.65,1187.35,1206.00,1207.65,1205.24,1229.90,395.10,5510242.00,6641141121.85,149969.00
30-Jan-24,Tuesday,January,Q1,2024,EQ,1200.00,1217.20,1181.00,1196.65,1190.00,1187.35,1201.21,1229.90,395.10,4683729.00,5626128139.65,205145.00
29-Jan-24,Monday,January,Q1,2024,EQ,1155.00,1204.90,1151.00,1146.30,1194.40,1196.65,1187.60,1229.90,395.10,6768033.00,8037699306.80,210651.00
25-Jan-24,Thursday,January,Q1,2024,EQ,1122.15,1155.75,1111.60,1120.60,1151.00,1146.30,1131.49,1229.90,395.10,4305042.00,4871115814.05,121929.00
24-Jan-24,Wednesday,January,Q1,2024,EQ,1138.00,1146.75,1118.35,1137.10,1123.25,1120.60,1123.24,1229.90,395.10,18373913.00,20638234493.70,327148.00
23-Jan-24,Tuesday,January,Q1,2024,EQ,1199.15,1207.20,1130.25,1193.00,1142.00,1137.10,1171.83,1229.90,395.10,7201014.00,8438380301.65,157053.00
20-Jan-24,Saturday,January,Q1,2024,EQ,1158.90,1198.75,1150.00,1152.45,1190.90,1193.00,1177.57,1229.90,395.10,2521107.00,2968792425.95,74669.00
19-Jan-24,Friday,January,Q1,2024,EQ,1162.25,1166.80,1150.00,1154.05,1153.00,1152.45,1156.65,1229.90,395.10,2732559.00,3160614748.45,125289.00
18-Jan-24,Thursday,January,Q1,2024,EQ,1171.05,1184.30,1143.45,1166.85,1155.00,1154.05,1159.02,1229.90,395.10,5918594.00,6859750083.00,146812.00
17-Jan-24,Wednesday,January,Q1,2024,EQ,1180.00,1204.70,1159.45,1193.35,1169.90,1166.85,1180.10,1229.90,395.10,5268593.00,6217446859.35,125671.00
16-Jan-24,Tuesday,January,Q1,2024,EQ,1203.60,1212.00,1186.80,1203.10,1194.50,1193.35,1198.10,1229.90,395.10,3173587.00,3802282142.75,111688.00
15-Jan-24,Monday,January,Q1,2024,EQ,1214.00,1215.35,1189.10,1207.10,1203.60,1203.10,1203.36,1229.90,395.10,2825654.00,3400266862.85,97303.00
12-Jan-24,Friday,January,Q1,2024,EQ,1210.40,1218.75,1201.05,1202.95,1207.00,1207.10,1209.70,1229.90,395.10,3912779.00,4733292436.50,116213.00
11-Jan-24,Thursday,January,Q1,2024,EQ,1221.00,1223.60,1200.00,1214.35,1204.00,1202.95,1209.03,1229.90,395.10,3721202.00,4499038845.70,142091.00
10-Jan-24,Wednesday,January,Q1,2024,EQ,1220.00,1220.00,1197.00,1197.10,1215.20,1214.35,1209.01,1229.90,395.10,7036728.00,8507505783.00,142375.00
09-Jan-24,Tuesday,January,Q1,2024,EQ,1182.00,1229.90,1178.50,1168.85,1200.95,1197.10,1205.17,1229.90,395.10,14701104.00,17717272726.45,333249.00
08-Jan-24,Monday,January,Q1,2024,EQ,1160.00,1182.00,1152.00,1154.25,1172.40,1168.85,1169.58,1182.00,395.10,8760094.00,10245600240.30,190134.00
05-Jan-24,Friday,January,Q1,2024,EQ,1129.10,1160.00,1125.40,1123.20,1153.00,1154.25,1146.58,1160.00,395.10,10622789.00,12179824453.45,218484.00
04-Jan-24,Thursday,January,Q1,2024,EQ,1117.00,1131.00,1103.55,1094.25,1122.00,1123.20,1116.97,1144.00,395.10,9771995.00,10915025415.55,230197.00
03-Jan-24,Wednesday,January,Q1,2024,EQ,1105.00,1144.00,1062.75,1078.40,1095.40,1094.25,1106.85,1144.00,395.10,33060778.00,36593478297.45,658513.00
02-Jan-24,Tuesday,January,Q1,2024,EQ,1047.85,1082.90,1031.10,1047.85,1079.00,1078.40,1062.31,1102.40,395.10,6344621.00,6739935310.35,163681.00
01-Jan-24,Monday,January,Q1,2024,EQ,1026.55,1057.95,1023.00,1024.35,1041.10,1047.85,1046.35,1102.40,395.10,3989711.00,4174643148.75,100539.00
29-Dec-23,Friday,December,Q4,2023,EQ,1021.80,1034.90,1017.60,1016.95,1023.00,1024.35,1026.41,1102.40,395.10,2429250.00,2493397287.15,65509.00
28-Dec-23,Thursday,December,Q4,2023,EQ,1029.55,1031.20,1014.65,1024.40,1019.95,1016.95,1019.24,1102.40,395.10,4865603.00,4959202945.20,95099.00
27-Dec-23,Wednesday,December,Q4,2023,EQ,1037.00,1037.05,1018.00,1028.75,1025.50,1024.40,1026.87,1102.40,395.10,2803997.00,2879339103.05,121999.00
26-Dec-23,Tuesday,December,Q4,2023,EQ,1034.10,1041.00,1026.10,1027.50,1027.00,1028.75,1031.97,1102.40,395.10,2176775.00,2246371709.90,88584.00
22-Dec-23,Friday,December,Q4,2023,EQ,1034.00,1050.95,1019.00,1018.95,1028.00,1027.50,1033.87,1102.40,395.10,5252106.00,5429979268.30,127018.00
21-Dec-23,Thursday,December,Q4,2023,EQ,996.15,1028.00,989.25,1012.15,1025.45,1018.95,1016.45,1102.40,395.10,5352057.00,5440073860.60,171620.00
20-Dec-23,Wednesday,December,Q4,2023,EQ,1078.00,1083.85,1005.00,1074.00,1007.00,1012.15,1049.86,1102.40,395.10,8467564.00,8889783034.35,182290.00
19-Dec-23,Tuesday,December,Q4,2023,EQ,1095.00,1099.00,1068.60,1094.30,1075.00,1074.00,1080.85,1102.40,395.10,5993252.00,6477813788.20,132457.00
18-Dec-23,Monday,December,Q4,2023,EQ,1079.00,1102.40,1072.75,1078.55,1090.00,1094.30,1090.52,1102.40,395.10,5448342.00,5941524074.50,114853.00
15-Dec-23,Friday,December,Q4,2023,EQ,1079.00,1086.50,1067.05,1074.70,1078.00,1078.55,1078.18,1089.90,395.10,11672787.00,12585331077.30,166848.00
14-Dec-23,Thursday,December,Q4,2023,EQ,1080.00,1089.90,1063.00,1063.50,1073.00,1074.70,1072.87,1089.90,395.10,8004131.00,8587361365.30,185156.00
13-Dec-23,Wednesday,December,Q4,2023,EQ,1045.00,1075.00,1028.80,1041.95,1074.00,1063.50,1047.81,1082.50,395.10,8151639.00,8541389122.65,173343.00
12-Dec-23,Tuesday,December,Q4,2023,EQ,1037.05,1048.45,1023.25,1031.90,1039.55,1041.95,1038.57,1082.50,395.10,4902289.00,5091382444.55,124557.00
11-Dec-23,Monday,December,Q4,2023,EQ,1026.80,1048.00,1015.65,1022.95,1033.40,1031.90,1032.23,1082.50,395.10,7889666.00,8143986966.05,179709.00
